Uniform Crime Reporting Statistics - UCR Data Online,,,,,,,,,,,,,,,,,,,,,
http://www.ucrdatatool.gov/,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
National or state crime in 1995,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
Kansas,2565000,10792,159,938,,2775,6920,114558,27404,78855,8299,420.7,6.2,36.6,,108.2,269.8,4466.2,1068.4,3074.3,323.5
Kentucky,3860000,14079,276,1231,,4001,8571,115298,28389,76906,10003,364.7,7.2,31.9,,103.7,222,2987,735.5,1992.4,259.1
Louisiana,4342000,43741,740,1855,,11662,29484,246132,53481,166667,25984,1007.4,17,42.7,,268.6,679,5668.6,1231.7,3838.5,598.4
Maine,1241000,1631,25,265,,334,1007,39132,9015,28444,1673,131.4,2,21.4,,26.9,81.1,3153.3,726.4,2292,134.8
Maryland,5042000,49757,596,2130,,21334,25697,267625,53320,178126,36179,986.9,11.8,42.2,,423.1,509.7,5307.9,1057.5,3532.8,717.6
Massachusetts,6074000,41739,217,1759,,9137,30626,221971,49669,135586,36716,687.2,3.6,29,,150.4,504.2,3654.4,817.7,2232.2,604.5
Michigan,9549000,65680,808,5917,,17885,41070,429223,86872,280712,61639,687.8,8.5,62,,187.3,430.1,4495,909.7,2939.7,645.5
Minnesota,4610000,16416,182,2593,,5702,7939,190911,36756,138414,15741,356.1,3.9,56.2,,123.7,172.2,4141.2,797.3,3002.5,341.5
Mississippi,2697000,13560,348,1054,,3530,8628,108195,30505,67967,9723,502.8,12.9,39.1,,130.9,319.9,4011.7,1131.1,2520.1,360.5
Missouri,5324000,35339,469,1711,,10863,22296,237278,49649,162430,25199,663.8,8.8,32.1,,204,418.8,4456.8,932.6,3050.9,473.3
Montana,870000,1491,35,231,,253,972,40246,5060,32797,2389,171.4,4,26.6,,29.1,111.7,4626,581.6,3769.8,274.6
Nebraska,1637000,6253,48,317,,1067,4821,68140,10344,52044,5752,382,2.9,19.4,,65.2,294.5,4162.5,631.9,3179.2,351.4
Nevada,1530000,14461,163,937,,4966,8395,86203,20235,54563,11405,945.2,10.7,61.2,,324.6,548.7,5634.2,1322.5,3566.2,745.4
New Hampshire,1148000,1314,21,333,,314,646,29170,4806,22698,1666,114.5,1.8,29,,27.4,56.3,2540.9,418.6,1977.2,145.1
New Jersey,7945000,47652,409,1927,,22486,22830,326056,69533,206339,50184,599.8,5.1,24.3,,283,287.4,4103.9,875.2,2597.1,631.6
New Mexico,1685000,13804,148,954,,2604,10098,94508,24383,61478,8647,819.2,8.8,56.6,,154.5,599.3,5608.8,1447.1,3648.5,513.2
New York,18136000,152683,1550,4290,,72492,74351,674342,146562,425184,102596,841.9,8.5,23.7,,399.7,410,3718.3,808.1,2344.4,565.7
North Carolina,7195000,46508,677,2320,,12896,30615,359256,101995,234911,22350,646.4,9.4,32.2,,179.2,425.5,4993.1,1417.6,3264.9,310.6
North Dakota,641000,556,6,146,,64,340,17817,2248,14421,1148,86.7,0.9,22.8,,10,53,2779.6,350.7,2249.8,179.1
Ohio,11151000,53799,600,4835,,19931,28433,437424,93539,297624,46261,482.5,5.4,43.4,,178.7,255,3922.7,838.8,2669,414.9
Oklahoma,3278000,21770,400,1461,,3788,16121,161693,41694,103727,16272,664.1,12.2,44.6,,115.6,491.8,4932.7,1271.9,3164.3,496.4
Oregon,3141000,16408,129,1309,,4332,10638,189765,34640,133075,22050,522.4,4.1,41.7,,137.9,338.7,6041.5,1102.8,4236.7,702
Pennsylvania,12072000,51586,755,3046,,22858,24927,354623,67815,236991,49817,427.3,6.3,25.2,,189.3,206.5,2937.6,561.8,1963.1,412.7
Rhode Island,990000,3643,33,267,,914,2429,38378,9234,24780,4364,368,3.3,27,,92.3,245.4,3876.6,932.7,2503,440.8
South Carolina,3673000,36067,292,1737,,6461,27577,186656,46083,126416,14157,981.9,7.9,47.3,,175.9,750.8,5081.8,1254.6,3441.8,385.4
South Dakota,729000,1513,13,299,,189,1012,20799,3942,15976,881,207.5,1.8,41,,25.9,138.8,2853.1,540.7,2191.5,120.9
Tennessee,5256000,40549,557,2477,,11732,25783,241315,60086,147143,34086,771.5,10.6,47.1,,223.2,490.5,4591.2,1143.2,2799.5,648.5
Texas,18724000,124303,1693,8563,,33667,80380,940033,202642,632468,104923,663.9,9,45.7,,179.8,429.3,5020.5,1082.3,3377.8,560.4
Utah,1951000,6415,76,834,,1309,4196,112417,15623,89202,7592,328.8,3.9,42.7,,67.1,215.1,5762,800.8,4572.1,389.1
Vermont,585000,692,13,165,,64,450,19395,4451,14150,794,118.3,2.2,28.2,,10.9,76.9,3315.4,760.9,2418.8,135.7
Virginia,6618000,23921,503,1799,,8718,12901,240084,39388,181333,19363,361.5,7.6,27.2,,131.7,194.9,3627.7,595.2,2740,292.6
Washington,5431000,26300,275,3214,,7209,15602,314213,59265,224861,30087,484.3,5.1,59.2,,132.7,287.3,5785.5,1091.2,4140.3,554
West Virginia,1828000,3842,89,388,,781,2584,41093,10329,27724,3040,210.2,4.9,21.2,,42.7,141.4,2248,565,1516.6,166.3
Wisconsin,5123000,14399,219,1194,,5384,7602,184665,31416,134623,18626,281.1,4.3,23.3,,105.1,148.4,3604.6,613.2,2627.8,363.6
Wyoming,480000,1220,10,165,,86,959,19517,2938,15774,805,254.2,2.1,34.4,,17.9,199.8,4066,612.1,3286.3,167.7
,,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,
"		","1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as ""Forcible"" rape.  See UCR Offense Definitions for further information.",,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,
"		",2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,,,,,,,
"		",Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"           Rates are the number of reported offenses per 100,000 population  ",,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Alabama - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Delaware - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate. ",,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide.  ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"District of Columbia - ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"1999-2008 District of Columbia data include reports from the Zoological Police ",,,,,,,,,,,,,,,,,,,
,,"2002-2008 data include reports from the Metro Transit Police ",,,,,,,,,,,,,,,,,,,
,,"2012 data includes offenses reported by the Zoological Police and the Metro Transit Police.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Florida - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates. ",,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies.  ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Illinois - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006. ",,,,,,,,,,,,,,,,,,,
,,"For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimation procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois. ",,,,,,,,,,,,,,,,,,,
,,"For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.   ",,,,,,,,,,,,,,,,,,,
,,"For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable state estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.",,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Kansas - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.  ",,,,,,,,,,,,,,,,,,,
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1994.  State totals were generated using only the valid crime rates for the West North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.   ",,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide valid 1994 state totals which were then updated using 1995 crime trends for the West North Central Division.   ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.   ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.   ,,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division. ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located.  ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Kentucky - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.   ",,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total.  ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total.  ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received. ,,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located.  ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located.  ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.   ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate.  ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Maine - The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total.",,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Michigan - The state UCR Program was unable to provide 1993 forcible rape figures in accordance with UCR guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Minnesota - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Montana - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 1994 offense figures in accordance with UCR guidelines.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the Mountain Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.   ",,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  State estimates were computed by updating the previous valid annual totals using the 1994 versus 1995 percent changes for the Mountain Division. ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total.  ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total.  ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received. ,,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located. ",,,,,,,,,,,,,,,,,,,
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located. ",,,,,,,,,,,,,,,,,,,
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,New Hampshire - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total.   ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received. ,,,,,,,,,,,,,,,,,,,
,,The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division.  ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,New York - ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"2012 - because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.  ",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Oklahoma - For 1995, the increase in murders was the result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City.",,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,"Pennsylvania - Since complete 1995 data were not available from Pennsylvania, standard estimation procedures were applied to derive the 1995 state estimate.",,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Vermont - The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Vermont is categorized were applied to the valid 1996 state total to effect the 1997 state total.,,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,Wisconsin - The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Wisconsin is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received.,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data ",,,,,,,,,,,,,,,,,,,,,
